tweet,product,emotion
i wonder if apple is setting up a makeshift shop at sxsw to sell ipads tomorrow,,No emotion toward brand or product
lets see if google gets sm right this time rt mention google to launch major new social network called circles link sxsw,,No emotion toward brand or product
mention if i dont plan now ill just end up somewhere random  you coming to the google session  sxsw,,No emotion toward brand or product
mention if i were you id stay away from the apple store tomorrow sxsw,Apple,Negative emotion
i wonder if ill get kicked out of sxsw for not having an iphone or ipod or ipad or ianything,,No emotion toward brand or product
mention if it makes you feel better googlewannabe fanbois were acting like giggling schoolgirls in front of marissa mayer yday sxsw,,Negative emotion
mention if someones using mention right now at an apple store  it better be the sxsw pop up,,No emotion toward brand or product
i wonder if the front camera to back camera use ratio will be very different btwn the ipad and iphone sxsw,,No emotion toward brand or product
i wonder if theres anyone here whos snagged an ipad  supposedly theres an apple store somewhere on campus sxsw,iPad,Positive emotion
related if u have verizon u will do better sxsw bandwidth issue my blackberry always tweeted when my iphone dawdled wjchat,iPhone,Negative emotion
find out if you are stupid with our stupid game for you ipad currently on special sxsw sale link,,No emotion toward brand or product
mention if you cant find an iphone charger at sxsw something has gone very very wrong,,No emotion toward brand or product
mention if you didnt know about this google developer day at sxsw link austin sxsw mention,,No emotion toward brand or product
quotso if you google quotrefrigerator magnet gamequot  everyone at the sxsw keynote stops listening and does it,,No emotion toward brand or product
mention if you have an android or iphone mention  hooks you up with a list of all sxsw events that you can push to your calendar,,No emotion toward brand or product
mention if you have an iphone get the sxsw go app,iPad or iPhone App,No emotion toward brand or product
mention if you have wifi  android geeks nearby sxsw please try sharing with frostwire link just issued update,,No emotion toward brand or product
mention if you pull my name in the mention contest and i win an ipad ipad cash suckling pig or dandy tshirt hold it  me sxsw,iPad,Positive emotion
mention if youre looking for a space to escape at sxsw why dont you stop by arthaus link,,No emotion toward brand or product
mention if youre looking for a space to network and mingle at sxsw why dont you stop by arthaus check it out link,,No emotion toward brand or product
mention if youre looking for a space to set up meetings at sxsw why dont you stop by arthaus check it out link,,No emotion toward brand or product
mention if youre near zen on guadalupe  pm or at trailer space that night im playing iphone maurice friend of mention sxsw,,No emotion toward brand or product
still a big line outside of apples popup shop  days after ipads debut sxsw,,No emotion toward brand or product
see so big my links smooshed heres google realtime for sxsw link,,No emotion toward brand or product
and the biggest line at sxsw  to buy an ipad   every other compan has an open bar,iPad,Positive emotion
opening night at the sxsw ipad  popup store link,,No emotion toward brand or product
taking flight away from big apples nyc nest barely hatched startups take flight at sxsw  link sxsw startups,,No emotion toward brand or product
u gotta fight for yr right to party amp to privacy aclugoogle sxsw partylikeits,,No emotion toward brand or product
pinoy insights at the sxsw conf the conf mobile and ipad app is great you can use this to even plan your day with friends sxsw,iPad or iPhone App,Positive emotion
ipad design tip if it looks like a physical object ppl will interact with it like its onequot sxsw tapworthy,,No emotion toward brand or product
ipad designui tip buttons are a hack approach them with skepticism  tapworthy sxsw,iPad,Negative emotion
quotdesigning digital magazines for the ipadquot keynote at sxsw  about to start,,No emotion toward brand or product
iphone amigos  if you dont have the mention app change that now broadcastr bestappever sxsw,iPad or iPhone App,Positive emotion
farmers like blackberry smart phones because iphones quotdont last long on the farmquot mobilefarm sxsw,iPhone,Negative emotion
view is like foursquare tips but visual and in realtime sxsw the iphone app will be available for people in s link,,No emotion toward brand or product
is that like googling google rt mention giggle someone checked into me today on gowalla  sxsw sxswi,,No emotion toward brand or product
tablets like the ipad and xoom where touch emulates a mouseclickkeyboard input means were not there yet sxsw gswsxsw futureoftouch,iPad,Negative emotion
techie fail rt mention one sxsw panel moderator who is from europe says he spent  in roaming charges on his iphone at sxsw ,iPhone,Negative emotion
google building real time mention engine to monitor illegal deforestation in real time techgood sxsw,Google,Positive emotion
donate while at sxsw  apple allowing donations via itunes for japanese earthquake victims link,,No emotion toward brand or product
aols mobilefirst group steps to the stage with play an instagram for music link android aol iphone sollipman sxsw,,No emotion toward brand or product
photo still a lineup around the block at the sxsw apple store link,,No emotion toward brand or product
circles will be circus rt mention google circles will be     sxsw,,No emotion toward brand or product
google will connect the digital amp physical worlds through mobile link via mention  sxsw,,Positive emotion
content will move back to the browser why replicate the work on an ipad when u can press one button mention mention sxsw,iPad,Negative emotion
my st billboard article apple spotify pandora tech invades austin mention sxswi  link sxsw,,No emotion toward brand or product
marissa miller of google makes shout out to the  khan academy and the great things theyre doing for education fmsignal sxsw cc mention,Google,Positive emotion
just in time mention wrote an mention article about us dubbing filmaster quotfoursquare for cinemaphilesquot link  sxsw,,No emotion toward brand or product
just in time for sxsw in atx apple to open a popup store mention debuts cool amex partnership  sxsw doesnt even start till fri,Apple,Positive emotion
just in time for sxsw mention has its own nfc enabled google places door sticker  link,,No emotion toward brand or product
juts in time for sxsw gt grouptexting war heats up fast society launches new android app updates iphone app link,Android App,Positive emotion
just in time for sxsw foursquare ups the game and adds recommendations link friendsoffer iphone sxsw thegame,,No emotion toward brand or product
just in time mention launch unofficial sxsw insiders guide for iphone nice link bynd,iPhone,Positive emotion
want to win a ticket  to the sxsw party rules are simple link  android unite  android news to the masses android,,No emotion toward brand or product
help me win an ipad   click like on the following picture from the mention party mention link  thanks sxsw,,No emotion toward brand or product
standing in back of rm iphone plugged in laptop wont connect but ready for if everythings so great whys no one happy gsdm sxsw,,No emotion toward brand or product
link  in case you cant get your google on check out star wars uncut its well worth your time sxsw,,No emotion toward brand or product
stopping in for a quick iphone chargelink sxsw macallan,,No emotion toward brand or product
over  in line at apple popup store everyone waiting for ipads first guy arrived at am  degrees then badges everywhere sxsw,iPad,Positive emotion
standing in line for the th time ipad apple sxsw popupstore,Apple,Positive emotion
please join me on facebook  hear from my great guests gt mention mention mention     link lt here sxsw,,No emotion toward brand or product
wandered in on google doodles presentation to see mention presenting fun sxsw,Other Google product or service,Positive emotion
arriving in the us on wednesday for sxsw will be looking for a microsim for using data in my iphone  anyone know what my options are,,No emotion toward brand or product
poor austin rt mention ipad  launch coincides with fri afternoon of sxsw apple store employees in austin may begin weeping now,,No emotion toward brand or product
how to win sxsw hint  its the same answer every year link billmurray howto iphone sxsw takingback,,No emotion toward brand or product
cameron sinclair mention spearheads japan disaster relief from sxsw via twitter amp iphone link,,No emotion toward brand or product
cameron sinclair rallies jpquake relief effort via twitter amp iphone from sxsw details in our sxswi stream link,,No emotion toward brand or product
cameron sinclair spearheads japan disaster relief from sxsw via twitter amp iphone link socialmedia philanthropy,,No emotion toward brand or product
cameron sinclair spearheads japan disaster relief from sxsw via twitter amp iphone  link sxswjp archforhumanity,,No emotion toward brand or product
a sxsw find love mention sxswi link itunes,,No emotion toward brand or product
longest line at sxsw the apple store of course  link,,No emotion toward brand or product
wait in line at sxsw apple store for ipad ,iPad,Positive emotion
 in line at temp  sq ft apple store for new ipad in austin sxsw,,No emotion toward brand or product
still a line at the sxsw ipad  factory link,,No emotion toward brand or product
omg the line for the ipad at austins apple store is long alot of sxsw badges link,,No emotion toward brand or product
sxsw a line of about  outside apple pop up store at sixth amp congress,,No emotion toward brand or product
why you line people be so dull get off your iphone and talk to the person next to you sxsw,,No emotion toward brand or product
and the line starts for the mention pop up store at sxsw ipad mention  link,,No emotion toward brand or product
mad mad lines still at the sxsw apple pop up store here in austin ipad,Apple,Negative emotion
 block lineup for ipad  sxsw,,No emotion toward brand or product
the geek influence hit new highs yesterday when apple opened a popup store at sxsw for the sale of the ipad  link,,Positive emotion
im watching quotdesigning ipad interfaces  new navigation schemasquot at sxsw uxdes,,No emotion toward brand or product
foodspotting iphone app a success at sxsw  finding food you crave for link,iPad or iPhone App,Positive emotion
spearheading japan disaster relief from sxsw via twitter amp iphone socialgood philanthropylink,,No emotion toward brand or product
good morning sxsw i am in the corner of a starbucks smearing banana all over an iphone like a retarded ape and how was your evening,,No emotion toward brand or product
transferring a bunch of music to the new iphone for sxsw,,No emotion toward brand or product
cnn is doing a demo of their tv everywhere iphone app with html adaptive bitrate streaming sxsw,,No emotion toward brand or product
im spotting a lot of ipad s in the wild here at sxsw they only started selling them at pm yesterday,,No emotion toward brand or product
afraid being at sxsw would make you miss out on buying the new ipad no worries  apple is opening a pop up shop there link,,No emotion toward brand or product
this morning at sxsw the resurgence of print design ipad design for boomers amp the nyt on grid layouts also gatorade vom,,No emotion toward brand or product
line forming at popup apple store no sign of apple yet sxsw link,,No emotion toward brand or product
were giving away  dual compatible juice pack airs for iphone  now first come first serve in front of hall  winning sxsw,,No emotion toward brand or product
were giving away a shiny ipad  at sxsw quotables simply sign up to be entered automatically gtgt link  ipad sxsw,,Positive emotion
good morning everybody the ipad  takes over sxsw video link via mashableapple,iPad,Positive emotion
line moving fast rt mention have seen two impressive lines since im at sxsw  the one at the apple store amp mention party now,,No emotion toward brand or product
volunteering for sxsw has been a lot more boring than expected my thumbs are already getting tired from such extreme iphone usage,,Positive emotion
after typing for  days on the ipad fingers feel seriously weird on a real keyboard sxsw uselessobservations,,No emotion toward brand or product
line waiting for new apple store to open it will be open for a few days for ipad sales only during sxsw null,,No emotion toward brand or product
good morning from sxsw who is standing in line for the ipad  today i still have my ipad  for sale gb wifi only  fb,,No emotion toward brand or product
nice having fun rt mention at sxsw with a thirsty gadget using mention charge anywhere for my iphone happy to share some juice,,No emotion toward brand or product
google going in circles about sns rt mention were not launching any products at sxsw but were doing plenty else link,,No emotion toward brand or product
at designing ipad interfaces  new navigation schemas at sxswlink sxsw uxdes,,No emotion toward brand or product
mayer making it clear that google are going straight after foursquare amp gowalla with google hotpot sxsw,,No emotion toward brand or product
bored during keynote sxsw but have an ipad  link,iPad,Positive emotion
im debuting my new iphone amp droid app at sxsw next year it makes your phone waterproof amp will light your cigarettes for you,iPhone,Positive emotion
sxsw adding my schedule into the android sxsw go app  handy,Android App,Positive emotion
whats going on at sxsw today share photos video with ireport link or through cnn iphone app,,No emotion toward brand or product
google using starry night to demo their streetviewlike art project its like theyre inside my brain sxsw,Other Google product or service,Positive emotion
im thinking that i may actually have to take my laptop to sxsw the ipad alone may not be enough on this trip,iPad,Negative emotion
its amazing that the apple popup austin store was executed so quickly  week link via mention sxsw,Apple,Positive emotion
been reading the coverage of apples popup shop at sxsw my takeaway no one can figure outagree how to punctuate popup shop,,No emotion toward brand or product
im sporting the new mention  for iosiphone  get it amp install it just in time for what ever it is your doing sq sxsw,iPad or iPhone App,Positive emotion
who is going to be first to sport a new ipad at sxsw apple opened a pop up store right by the convention,,No emotion toward brand or product
team heading to big boi show thanks to mention crew  rt and find the owl for free tattoo link sxsw,,No emotion toward brand or product
stop killing trees rt mention new post business cards are dead send me your card via hashable at sxsw link,,No emotion toward brand or product
cops playing w ipad  at closed apple store austin congress st sxsw link,,No emotion toward brand or product
been playing w the windows phone here at sxswthe animation is better than an iphoneamp it does look very interesting,,Negative emotion
good morning sxsw what r u talking abt on twitter now according to mention mention ipad design geogames and design headaches,,No emotion toward brand or product
come to singapore roars party the  at th street link sgroars sxswi sxsw,,No emotion toward brand or product
come to singapore roars party the  at th street link sgroars sxswi sxsw sgrocks mention,,No emotion toward brand or product
ok i definitely need an ipad  sxsw gadgetenvy,iPad,Positive emotion
tried to initiate carpooling in ridonkulous taxi line geeks all silent i bet everyone would do it if there was an iphone app for it sxsw,,No emotion toward brand or product
link think i can get my boss to buy our new ipads this weekend sxsw,,No emotion toward brand or product
wow i think im the only person at sxsw that didnt go buy the new ipad yesterday the new one is thin,iPad,Positive emotion
do you think it will be sucessful mention google possibly launching new social network sxsw link ,,No emotion toward brand or product
i added linkedin    hootsuite mobile for sxsw  updates for iphone blackberry amp android link,,No emotion toward brand or product
quotbrains are to zombies what content is to google they cant get enoughquot sxsw contentrules,Google,Positive emotion
groupme wins best group messaging app at sxswi link fastsociety iphone iphone sxsw texasevery,iPad or iPhone App,Positive emotion
sxsw begins wan add panel hyperactivity amp distractionive used my ipad iphone and bb multiple times in the last min workinprogress,,No emotion toward brand or product
link coinsidence sounds like a good strategy to me wish i could go to sxsw,,Positive emotion
mention instagram but its iphone only at the moment mister quothas to be cool and different and get an evoquot that sucks sxsw,iPhone,Negative emotion
a good point rt mention love it mention at sxsw quotapple comes up with cool technology because they dont go to conferencesquot,Apple,Positive emotion
fun with interactive maps at the mention and google party link sxsw,Google,Positive emotion
lol very interesting mention mention mention next platform for flipboard is the iphone team started working on it sxsw,iPhone,Positive emotion
hmm ipad interface talk ux research hmm i like the sound of the politics behind html sxsw,iPad,Positive emotion
mention interviewed by mention about sxsw so far cat totally agree with ur comms re apple brand  love  no other word for it,Apple,Positive emotion
just ran into mention and apparently mention didnt tell him theres a bizzy android app  remedied sxsw cc mention,Android App,Positive emotion
settling into first sxsw session battledecks which i missed last year this would be perfect time for hollergram ipad app,iPad or iPhone App,Positive emotion
does the intro of iphone on verizon change the drama of sxsw mobile service somebody needs to capture the stats checkinfrenzy scaletest,,No emotion toward brand or product
via mention  apple set to open temp store in downtown austin during sxsw  link  ipad,,No emotion toward brand or product
hey mention  ive got another gem for you gt free mention sxsw link sxsw,,No emotion toward brand or product
the mention  mention party was without a doubt the best party ive ever been to in sxsw well done,,No emotion toward brand or product
the mention quotfuturequot of contextual discovery is a nice way of articulating the intersection of social mobile and search sxsw,,No emotion toward brand or product
presentation touchingstories zinio online link sxsw,,No emotion toward brand or product
 mention  rt mention petricone says google tv is just a browser i dont think thats correct sxsw,,I can't tell
mt mention agencies push google in directions they never would have gone says creative lab strategy director mention sxsw,,Positive emotion
our mention ami sampler is live on itunes just in time for cmw and sxsw check it here link musicindustry usa,,No emotion toward brand or product
hey mention ask dennis why no ipad app  sxsw checkins,,No emotion toward brand or product
the mention booth is up and ready for the sxsw tradeshow tmr off to the android party,Android,Positive emotion
hey mention cool iphone cases zazzlesxsw sxsw sxswi fastcompanygrill  link,iPhone,Positive emotion
hey mention do you have an iphone wed love to turn your art into a iphone case let us know zazzlesxsw sxsw,iPhone,Positive emotion
new mention for iphoneandroid no more service fees booyah sxsw gitchococktailon,Android,Positive emotion
ipad session full loved the energy with the formation of the hyatt hall way overflow session rebeltv sxsw,iPad,Positive emotion
rt mention going to  at sxsw checkin wfriends while youre in austin wthese locationbased apps link lbs,,No emotion toward brand or product
rt mention google to launch major new social network called circles possibly today link sxsw,,No emotion toward brand or product
via mention google to launch major new social network called circles possibly today link sxsw,,No emotion toward brand or product
hey mention got invited to a new group at sxsw and your android app keeps crashing when i try to join wtf sxswfail,Android App,Negative emotion
hey mention great sf coffee at link and link nice to meet you at sxsw,,No emotion toward brand or product
hey mention heard youre at sxsw come by to the mention grille and make your comic into a iphone case what do you say ,,No emotion toward brand or product
rt mention hoot new blog post hootsuite mobile for sxsw  updates for iphone blackberry amp android  link,,No emotion toward brand or product
hey mention if you were to design any image onto an iphone casewhat would it be we might have a surprise for you at sxsw ,,No emotion toward brand or product
the mention iphone app is unreal just clicked on the location of leanstartup amp had a person there tell me there are still seats sxsw,iPad or iPhone App,Positive emotion
fyi mention is working on an iphone app looking to release it this summer hopefully sxsw flipboard,,Positive emotion
did mention just effectively kill their rd party developer base link sxsw ismparty,,No emotion toward brand or product
rt mention now online first ipad  in the wild at sxsw link,iPad,Positive emotion
monetization of mention  access to the fire hose of all tweets individual business deals  google yahoo microsoft smaroi sxsw donline,,No emotion toward brand or product
last session of sxsw for me  html with reps from google ms opera and mozilla,,No emotion toward brand or product
and mention opens with some tech talk on the apple store and whore pcs right crowd they dig carrie sxsw,,No emotion toward brand or product
cc mention rt mention new ubersocial for iphone now in the app store includes uberguide to sxsw  link,,No emotion toward brand or product
rt mention rt mention traveling to sxsw with your ipad  is so ,,No emotion toward brand or product
rt mention rt mention traveling to sxsw with your ipad  is so  via mention,,No emotion toward brand or product
tuh mention rt mention new ubersocial for iphone now in the app store includes uberguide to sxsw sponsored by link,,No emotion toward brand or product
vip mention the apple store sxsw nerdheaven,Apple,Positive emotion
rt mention the only news at sxswi was apples temporary ipad store sxsw wth yes think of it as the ultimate offsite trade show quotboothquot,,No emotion toward brand or product
registration to android market has been approved lmndst sxsw startupbus,,Positive emotion
last session today left brain search  google right brain search  x sxsw bettersearch,,No emotion toward brand or product
hey mention twitter needs a way for us in disaster areas to filter out things like sxsw and ipad too because right now we really dont care,iPad,Negative emotion
hey mention were at the mention grill too why dont you come by you can create a customizable iphone cases for a tweet sxsw,,Positive emotion
hey mention why not roll a tractor trailer or  full of ipads into sxsw i bet you would sell the entire inventory out justsaying,iPad,Positive emotion
rt mention with  million mobile users on google maps  of all google maps usage is from mobile devices maps sxsw,,No emotion toward brand or product
rt mention woman on plane next to me has a nook blackberry curve android and ipad in her purse sxsw,,No emotion toward brand or product
hey mention youre a lakers fan and youre at sxsw what do you think about a lakers iphone case zazzlesxsw,,No emotion toward brand or product
hey mention your app wont download from the android app market just a heads up sxsw,Android App,Negative emotion
good session rt mention  years of time saved every day by people qho use google maps quotroute aroundquot feature sxsw,Google,Positive emotion
use questionanswer askreceive kind of model in ipad app design give and take entice them to ask more mention tapworthy sxsw,,No emotion toward brand or product
best sessions ive seen so far at sxsw have been this morning music of ixd and designing ipad interfaces winning,,Positive emotion
domo for ios and android just got released mention domo tonchidot boom sxsw,Android App,Positive emotion
getting hip to new android apps in preparation for hangover also known as sxsw mention mention and mention apps rock my socks ,Android App,Positive emotion
packing ipad amp android phone  fly from uk  austin tx for sxsw especially interested in the health track sxswi sxswh hcsm hcsmeu,,No emotion toward brand or product
mention ipad apple fanboy line at sxsw on th amp congress drinking mention wearing mention amp mention corporatewhore dmad what,,No emotion toward brand or product
zomg its ipad  p rt mention look everyone zomg mention got an ipad  on the first day sxsw link,iPad,Positive emotion
win free ipad  from webdoccom sxsw rt,,No emotion toward brand or product
win free ipad  from webdoccom sxsw rt,,No emotion toward brand or product
win free ipad  from webdoccom sxsw rt,,No emotion toward brand or product
win free ipad  from webdoccom sxsw rt,,No emotion toward brand or product
win free ipad  from webdoccom sxsw rt,iPad,Positive emotion
win free ipad  from webdoccom sxsw rt,iPad,Positive emotion
git yer ipad  here before it even begins apple winssxsw link via mention,Apple,Positive emotion
line for ipad  is longer today than yesterday sxsw fb,,No emotion toward brand or product
guy with ipad  taking photos of mention slides awkward sxsw,iPad,Negative emotion
i heart ipad  link sxsw,iPad,Positive emotion
mention ipad app getting panned for design trumping content and rightfully so sxsw,iPad or iPhone App,Negative emotion
i won an ipad at sxsw nah im lying i bought this shit myself  link,,No emotion toward brand or product
left the ipad back at the hotelonly one here on a blackberry bigmistake sxsw,,No emotion toward brand or product
using an ipad for a set list sxsw band,iPad,Positive emotion
using an ipad for a set list sxsw band,iPad,Positive emotion
who said ipad photos apple store sxsw mention mention mention mention,,No emotion toward brand or product
apples ipad popup shop at sxsw link,,No emotion toward brand or product
who said ipad at apple store sxsw photos by  mention mention mention mention sheltongreen ericschuras  link,,No emotion toward brand or product
what no ipad rt mention decision not  lug laptop  sxsw i feel like im missing my right arm or left arm since im a southpaw,iPad,Positive emotion
line for ipad at temporary apple store mention th amp congress sxsw link,,No emotion toward brand or product
how many ipads do you think apple could sell to sxsw attendees if they set up a popup store at the convention center sxsw,,Positive emotion
line for ipads at sxsw doesnt look too bad i waited  hours for an iphone ,iPad,Positive emotion
line for ipads at sxsw doesnt look too bad i waited  hours for an iphone  link,,No emotion toward brand or product
mention iphone  android has to be  sxsw,,No emotion toward brand or product
mention iphone app  awesome lineup  amazing really looking forward to hanging out with you guys at sxsw for mention,iPad or iPhone App,Positive emotion
mention iphone app is leading the pack but android blue users s are growing sxswmobileapps sxsw link,iPad or iPhone App,Positive emotion
breaking iphone news chris sacca tweets out a fake sxsw beta invite follower swarm ensues link,,No emotion toward brand or product
get your iphone photography app ready at sxsw watch a demo what we about to make with you amp everyone elses photos link,,No emotion toward brand or product
my sxsw iphone screen,,No emotion toward brand or product
fuck the iphone rt mention new ubersocial for iphone now in the app store includes uberguide to sxsw  link,iPhone,Negative emotion
awesome iphones etc on atampt and wifi frozen at sxsw but  tmobile teathering on my android g works like a charm,Android,Positive emotion
chips chips amp more chips appears to be the official meal of sxsw amp what ive lived on for  days tons of miller light amp iphone apps too,,No emotion toward brand or product
google circles  the search engines social network to be released soon sxsw seem to think so my blog link socialmedia,,No emotion toward brand or product
google circles amp crop circles the anatomy of a sxsw rumor link by mention,,No emotion toward brand or product
most inspiring and down to heart session about iphone app design so far thanks mention sxsw,iPad or iPhone App,Positive emotion
some inspiring stories coming out of sxsw rt mention mention quoti gave my ipad  money to japan relief i dont need an ipad quot,,No emotion toward brand or product
akqa is hiring find me up front after designing ipad interfaces  new navigation schemas in ballroom a sxsw,,No emotion toward brand or product
c the first cut link codes valid a  infektd sxsw cvdc,,No emotion toward brand or product
ha the first guy in line for ipad at sxsw quotpopupquot apple store was an event planner eventprofs,,No emotion toward brand or product
hoping this quotphotoboothquot makes it to the google gsdm industry party with mention on monday night sxsw,,No emotion toward brand or product
mention is android app known battery killer sxsw,,No emotion toward brand or product
mention is about to talk about the mistakes he made building netflix for the iphone sxsw netflixiphone,iPad or iPhone App,Negative emotion
the line is already forming at the temp austin apple storeand it doesnt open until  sxsw insanity,,No emotion toward brand or product
mention is an outoftown douchebag selling his new ipad  above sticker price link sxsw,,No emotion toward brand or product
go get this app mention fast  rt mention new ubersocial for iphone now in the app store includes uberguide to sxsw,iPad or iPhone App,Positive emotion
sxsw go is available on  platforms  iphone ipad android windows phone  and blackberry  download it at link,,No emotion toward brand or product
mention is biytly for email like google voice for email loveit sxsw startupbus,,I can't tell
so sxsw is cool i strike up a conversation with a bloke who happens to work for the guardian amp a few hours later link,,No emotion toward brand or product
mention is currently at sxsw  learning stuff about ipad design it would seem link,,No emotion toward brand or product
who else is excited for sxsw and the possibility of google circles is anybody in austin who can give us an update goog,Other Google product or service,Positive emotion
mention is here at the industry party presented by  gsdm amp google in austin tx for sxsw,,No emotion toward brand or product
link this is insane even more of a reason to go to sxsw sxsw appletogo,,Positive emotion
bad news is it costs  rt mention louis vuitton has an iphone app called amble digitalluxury sxsw,,Negative emotion
z what is it link codes valid a  infektd sxsw zlf,,No emotion toward brand or product
quantter is launching an iphone app soon were participating in the launchrock comp at sxsw link,,No emotion toward brand or product
mention is looking a lot better on the iphone now good to see the occasional tweet from sxsw too,iPhone,Positive emotion
my row this morning two people hand writing notes one person on a blackberry and me on a pc  proof apple isnt a monopoly at sxsw,Apple,Negative emotion
mention is my favorite iphone app at the momentit makes me feel creative  im planning on using it at sxsw link,iPad or iPhone App,Positive emotion
discovr is now available on iphone thanks sxsw,iPad or iPhone App,Positive emotion
ipad   is now available for online ordering go get urs  sxsw,iPad,Positive emotion
mention is now the geek charlie sheen with his goddesses mention mention mention google sxsw via peterapokotos,,No emotion toward brand or product
this kid is ready for sxsw  backpack and ipad what more does one need  quotcome on mommy lets go to austinquot,iPad,Positive emotion
mention is right next to mention on the sxsw trade show floor link,,No emotion toward brand or product
mention is setting up for the team android event at sxsw,,No emotion toward brand or product
thinking is still good though  rt mention quotgoogle before you tweet is the new think before you speakquot  belinsky sxsw via mention,,No emotion toward brand or product
mention is talking about how mobile phones google earth fb is empowering people to fight back against middle east dictators sxsw,,Positive emotion
mention is that google circles rumour   mention says were not launching any products at sxsw,,No emotion toward brand or product
mention is that u quotgoogle to launch major new social network called circles possibly todayquot link sxsw,,No emotion toward brand or product
the ipad is the device of the moment wireless power is the next essential technology and the api is king sxsw,iPad,Positive emotion
how long is the line at the sxsw apple store downtown,,No emotion toward brand or product
how long is the line at the apple store sxsw,,No emotion toward brand or product
mention is there already a line for the ipad s that just arrived sxsw,,No emotion toward brand or product
so where is this temporary apple store setup sxsw,,No emotion toward brand or product
how cool is this apple opening a temporary store for the ipad launch and sxsw link,Apple,Positive emotion
mention is working on an tabletipad app no demo yet but they are excited sxsw sxswmobileapps accesssxsw,iPad or iPhone App,Positive emotion
loving this hello holler gram for ipad link via mention sxsw,iPad or iPhone App,Positive emotion
notsurprised lots of geosocial news today w sxsw beginning  google fires a shot at foursquare with check in rewards link,,No emotion toward brand or product
im surprised the local news in austin hasnt mentioned the traffic implications of the apple popup store that launches today at sxsw,Apple,No emotion toward brand or product
many publishers ipad content enhancements are like th worst david foster wallace footnotes kinda interesting but mostly irrelevant sxsw,iPad or iPhone App,Negative emotion
the fiendishly clever pop up apple store now selling ipad s sxsw mention apple store sxsw link photo,iPad,Positive emotion
iphone crisis at sxsw phone is stuck on silver logo screen has been for last  minutes help,iPhone,Negative emotion
playing risk on ipad at microsoft booth while rep talks with bbc reporter about kinect and transdevice connectivity sxsw,,No emotion toward brand or product
did you miss googles vp of search marissa mayer last week listen to the interview here  link sxsw,,No emotion toward brand or product
loved marissa mayers answer to question about her favorite not google product  another amys ice cream ref and  her swiss watch sxsw,,No emotion toward brand or product
sxsw  missed marissa mayer mention yesterday  is presentation available anywhere not sure if was streamed,,No emotion toward brand or product
the panelist from texas observer called the ipad a lean back device sxsw in newsapp imconfused,,I can't tell
must resist buying a ipad mention sxsw really want a notionink adam instead but apple have a store for the launch in sxsw ,iPad,Positive emotion
someone mistakenly walked off with my ipad from the pepsicostage mention the screen looks like this sxsw link,,No emotion toward brand or product
sxsw  mistakes made building netflix for iphone plus how to see its source code link,,No emotion toward brand or product
sxsw twit geekbeat free idea a hooded snuggie with a tummy pocket for an ipad facing out so you look like a teletubbie im old,,No emotion toward brand or product
the exhibit hall is open at sxsw visit emc for a chance to win an ipad  mention,iPad,Positive emotion
id love it if google said quotwhy do you want to knowquot sxsw,,No emotion toward brand or product
has made it into the press room got the swag and registered for an ipad  hopefully get to meet mike tyson and mention sxsw,,No emotion toward brand or product
you know it is sxsw season when there are  app updates whenever you open up the iphone app store,,No emotion toward brand or product
mention it is a good question amp for most brands the answer is probably no except apple of coursemaybe netflix too sxsw,Apple,Positive emotion
both if it made sense financially i would have both rt mention android vs iphone at  sxsw which side are you on,,No emotion toward brand or product
mention it sounds like you were hired by apple to pitch their products at sxsw,,No emotion toward brand or product
gotta admit this apple popup shop thing at sxsw is pretty brilliant so someone at aapl knows what theyre doing,Apple,Positive emotion
i cant wait to give the samsung people a demo of my horrible terrible google nexus s phone at sxsw,Google,Negative emotion
and now it wont pull from website to iphone awesome glad i wasted that time festivalgenius notsomuch sxsw,iPhone,Negative emotion
you said it  even better  have iphone wverizon revenge  yrs of ridicule rt mention very glad to be a verizon customer sxsw,iPhone,Positive emotion
they did it unlisted apple store suddenly appears on the corner of th amp congress apple ipad sxsw link,Apple,Positive emotion
mention its actually true apple is opening up a temporary store in downtown austin for sxsw ampipad launch link,,No emotion toward brand or product
you know its bad with you have to unrsvp just to seeuse your calendar  iphone sxsw fml,,Negative emotion
mention its crazy here loving it never seen so many apple products amp thick rimmed glasses in one place sxsw,Apple,Positive emotion
mention its the next step of google becoming skynet sxsw,Google,Negative emotion
sxsw digital innovators the new rock stars like mention awesome talk insight into mention future musicconnex,,No emotion toward brand or product
were excited to be at sxsw and giddy to announce that music withme for android is now available in android market link,Android App,Positive emotion
i think literally everyone here has an iphone a guy just dropped his iphone on my foot sxsw,,No emotion toward brand or product
playing with link  new service rolled out at sxsw  web or iphone version  android and webos,,No emotion toward brand or product
hanging with mention checking out her awesome new iphone app ask around sxsw mention six lounge w  others link,iPad or iPhone App,Positive emotion
hanging with mention for last night of sxsw at mention party blast,,No emotion toward brand or product
i agree with mention on their mention concerns but your sxsw microformats panelist is just condescending and rude,,I can't tell
in line with mention and rob  apple ipad sxsw,,No emotion toward brand or product
qampa with bing amp google let the games begin qagb sxsw,,No emotion toward brand or product
finally with a picture rt mention apple to open popup shop at sxsw report  link sxsw,,No emotion toward brand or product
qampa with google amp bing on website ranking at sxsw rockstar panel lineup,,No emotion toward brand or product
qampa with googles mention amp bings mention on ranking  my sxsw session this mon pm link,,No emotion toward brand or product
playing with my fave new iphone app mention wow this will rock at sxsw next week,iPad or iPhone App,Positive emotion
